,Institution Names,City,State,Score,Rank
31855,muktanand sanskrit mahavidhyalaya,,,,
31856,maa saraswati teachers training inst.,,,,
31857,karimi narayana appalanaidu degree college,,,,
31858,crescent college of education for women,,,,
31859,interactive research school for health affairs,,,,
31860,b.n. p.g. girls college,,,,
31861,sr college of education sankat muchan nagar morar,,,,
31862,jawaharlar nehru college of education mallaram rd,,,,
31863,rayalaseema college of physical education,,,,
31864,shree akhandvidhya aranyak b.ed. college,,,,
31865,institute of computer management & technology multai,,,,
31866,shri shreyas bca college,,,,
31867,nagpur veterinary college,,,,
31868,sneh tt college,,,,
31869,sri jeevana jyothi degree college,,,,
31870,venutai chavan college,,,,
31871,sarju prasad mahavidyalaya,,,,
31872,padmavani arts & science college for,,,,
31873,shivshakti arts,,,,
31874,mother teresa women's university college,,,,
31875,the madras sanskrit college and ssv patasala,,,,
31876,matoshri asarabai darade women's college of education,,,,
31877,occupational therapy school & centre,,,,
31878,institute of banking personnel selection,,,,
31879,ghanta narayana rao private un aided degree college,,,,
31880,vidhyasthali mahila shikshak prashikshan mahavi.,,,,
31881,kvsr siddhartha college of pharmaceutica,,,,
31882,lokrajya jansanvad and vrattapatravidhya mahavidyala,,,,
31883,p.a aziz college of engineering and technology,,,,
31884,flaiz adventist college,,,,
31885,taralabalu jagadguru college of education hirekerur,,,,
31886,b p college of business administration,,,,
31887,gayanoday institute of computer education,,,,
31888,sku college,,,,
31889,pt. u.s.t.m. college,,,,
31890,the future computer science college - junagadh,,,,
31891,sri hari degree college,,,,
31892,university college of pharmacy,,,,
31893,tura law college,,,,
31894,penial rural college of education,,,,
31895,g.e.t. b.ed college of education,,,,
31896,shiv prasad pandey sanskrit mahavidyalaya,,,,
31897,govt. degree college for men,,,,
31898,muncipal arts & urban bank science college,,,,
31899,dashmesh khalsa college,,,,
31900,deen dayal upadhayay school of management & yoga studies,,,,
31901,sachdeva college of pharmacy,,,,
31902,smt dilawari devi kisan kanya degree college,,,,
31903,green valley college of education,,,,
31904,parmanand degree college for b.ed.,,,,
31905,school of animal biotechnology,,,,
31906,shri shivprassan sanskrit mahavidyalaya,,,,
31907,mewat engineering college,,,,
31908,aravali institute of computer & management,,,,
31909,krishna teja degree college,,,,
31910,rgr siddhanthi college of pharmacy,,,,
31911,vijayanagara sri krishnadevaraya university,,,,
31912,t.d. study college chakghat disst. rewa,,,,
31913,bharat mata institute of information technology varanasi,,,,
31914,srajan vatika sangeet mahavidhyalaya,,,,
31915,slng college of physiotherapy,,,,
31916,shri manav jeevan sudhar brahmacharya sanskrit mahavidyalaya,,,,
31917,j. g. college of commerce,,,,
31918,sri kandula obula reddy degree college,,,,
31919,matrusree college of graduate studies,,,,
31920,r.k college of education,,,,
31921,nasra arts & science college,,,,
31922,m.i.training college,,,,
31923,ajay binay institute of technology piloo modi college of architecture,,,,
31924,thiraviam college of arts & science for women,,,,
31925,kamla nehru institute of management and technology,,,,
31926,srimati chandrawati devi mahila mahavidyalaya,,,,
31927,k. s. school of business management,,,,
31928,sunshine girls degree college,,,,
31929,northern inst. of learing & mgt.,,,,
31930,mother theresa post graduate and research institute of health sciences,,,,
31931,indian institute of geomagnetism,,,,
31932,dhanalakshmi srinivasan college of engineering and technology,,,,
31933,shri brijendra memorial degree college,,,,
31934,silapathar commerce college p.o.silapathar,,,,
31935,deepchandra chaudhari college,,,,
31936,madhya kampeeth college,,,,
31937,mauli group of institution's college of engineering & technology,,,,
31938,rajiv gandhi arts commerce science college,,,,
31939,vivekanand computer sansthan vidisha,,,,
31940,peerless college of nursing,,,,
31941,netaji shikshan sanstha's subhash baburao kul arts,,,,
31942,sacred heart first grade college,,,,
31943,south campus anantnag,,,,
31944,azad hind fouz smriti mahavidyalaya,,,,
31945,rama college of education,,,,
31946,amrutha institute of engineering & management sciences,,,,
31947,jdt islam college of pharmacy,,,,
31948,jn kalavidyalaya,,,,
31949,p.m.t. college,,,,
31950,radiant institute of engg. and technology,,,,
31951,kush computer,,,,
31952,shree bhagwan mahaveer snatakottar mahavidyalay pava nagar,,,,
31953,sri venkateshwara institute of nursing sciences hongasandra,,,,
31954,sri venugopala swamy arts and science college,,,,
31955,arputha jothi college of teacher education,,,,
31956,v.s.r. & a.m. degree college,,,,
31957,m.e.s college of arts,,,,
31958,kohinoor business school kohinoor education complex,,,,
31959,ramsamujh mahavidyalaya fattupur,,,,
31960,sanskrit college,,,,
31961,uca college of paramedical sciences,,,,
31962,shri. jagannath maharaj college,,,,
31963,sri yashodaramma borappa womens first grade college,,,,
31964,shikshak sanchalit shikashansansthas arts and commerce college at & post wada dist thane,,,,
31965,marconi institute of technology,,,,
31966,radha swami pg college,,,,
31967,s.k.p. government degree college,,,,
31968,acharya b m reddy college of pharmacy,,,,
31969,shri ranglaxmi adarsh sanskrit mahavidyalaya,,,,
31970,poornima school of business mgmt,,,,
31971,choti devi memorial girls b.ed. college,,,,
31972,navrachna college of b.ed.& m.ed. for women,,,,
31973,ranganathan architecture college,,,,
31974,sagar college,,,,
31975,royal college of arts and science,,,,
31976,b.g.s. college of education,,,,
31977,mahesh college of management,,,,
31978,vivekanand institute of social sciences,,,,
31979,tulsi college of education for women,,,,
31980,manjushree college of nursing,,,,
31981,ferozpur institute of mangagement,,,,
31982,dev kanya shikshak prashikshan mahavidyalaya,,,,
31983,d.r.s. college rewa,,,,
31984,fatma b.ed. chandway dubaliya,,,,
31985,himgiri spiritual research and training centre,,,,
31986,b.e.a. college of education & pg centre,,,,
31987,martin homoeopathy medical college and hospital,,,,
31988,kmo arts & science college,,,,
31989,b. m.college,,,,
31990,bengal college of engineering and technology 125,,,,
31991,dadasaheb dhanaji nana choudhary social work college,,,,
31992,sh. drona charya degree college kalandi marge,,,,
31993,shri gurumandalashrama sanskrit mahavidyalaya,,,,
31994,sku college of education,,,,
31995,thanjavur medical college,,,,
31996,mict computer education,,,,
31997,shri krishna sports college,,,,
31998,m d mission college of nursing,,,,
31999,cmce institute of business management,,,,
32000,m.s garg b.ed. college laksar,,,,
32001,modern college of management & information technology,,,,
32002,s.d.s. mahavidyalaya,,,,
32003,navajyothi college of teacher edn.,,,,
32004,ku pg center gadag,,,,
32005,shri taijal tt college,,,,
32006,malwa institute of computer,,,,
32007,college of forestry & hill agriculture,,,,
32008,saheed capt. d.k.khola college of management and technology,,,,
32009,shri yogindra sagar institute of technology & science,,,,
32010,anandi janki mahila college,,,,
32011,pragnya educational trusts pragnya college of management & computer studies village handewadi,,,,
32012,rajureshwar arts,,,,
32013,ass ayurved mahavidyalya,,,,
32014,regional labour institute,,,,
32015,729 l.j.institute of management studies,,,,
32016,samarth college of education,,,,
32017,ch. kapoori ram college of education,,,,
32018,bharat college of education,,,,
32019,pitamah umda singh college of education,,,,
32020,bharat friends associations bharat college arts & commerce badlapur dist thane,,,,
32021,rvs college of engineering and technology,,,,
32022,kvvs j.p.college of education,,,,
32023,vidhyaa arts & science college,,,,
32024,bharatesh college of nursing,,,,
32025,joginapally b.r pharmacy college,,,,
32026,doon college of engineering and technology,,,,
32027,late vasantrao sawkar poreddywar b ed college dhanora,,,,
32028,siddhartha institute of engineering & technology,,,,
32029,amrita school of engineering,,,,
32030,shri chatrapati arts,,,,
32031,vinayakrao patil shikshan prasarak mandal's college of arts,,,,
32032,cife rohtak,,,,
32033,shri pragya mahila mahavidyalaya,,,,
32034,dr.b.r.ambedkar law college,,,,
32035,dr. d. y. patil dental college & hospital,,,,
32036,a n d college joura,,,,
32037,government degree & p.g. college for women,,,,
32038,sidheshwar vinayak teachers training college,,,,
32039,b.s.r. degree college,,,,
32040,mahamaya yogini vaishnavi education & management centre,,,,
32041,239 rofel,,,,
32042,swami kuvalyanand mahavidyalaya,,,,
32044,st. grace lilian college of education,,,,
32045,s. krishna devaraya engineering college,,,,
32046,al-shamsh infotech college nagari,,,,
32047,pravara institute of medical sciences,,,,
32048,triupati shikshan sanstha sanchalit,,,,
32049,gayatri vidya parishad college of engineering,,,,
32050,mayurbhanj ayurveda m.v. baripada,,,,
32051,ideal arabic college,,,,
32052,vaishnavi mahila mahavidyalaya,,,,
32053,dvm college of business management,,,,
32054,shatabdi centre for education excellence college,,,,
32055,rajalakshmi institute of technology,,,,
32056,tripura college of nursing,,,,
32057,sn college of education,,,,
32058,ambrish sharma coll. of education & tech. hapur road,,,,
32059,724 k.p.patel school of management and computer studies,,,,
32060,shanthi niketan college of education,,,,
32061,dr. jagarnath mishra college,,,,
32062,swargi u p bahadur singh college kothi satna,,,,
32063,model college of arts,,,,
32064,gramasthali mahila mahavidyalaya,,,,
32065,kalparuksha inst.,,,,
32066,dayananda sagar business academy,,,,
32067,sundarban mahavidyalaya,,,,
32068,crss jagudan,,,,
32069,m.rampur college,,,,
32070,beehive college of engg. & technology,,,,
32071,ramwati raj bahadur degree college,,,,
32072,baijnath ramnaresh mahavidyalaya,,,,
32073,virpur mahila utkarsh b. ed. college for girls,,,,
32074,sukhdeva krishna collegeof education for women,,,,
32075,les's k m arts / comm college,,,,
32076,netaji nagar college for women,,,,
32077,samant bhadra kanya mahavidhyalaya,,,,
32078,sri sai sirisha womens degree college,,,,
32079,sainik kalka singh baijnath nagar,,,,
32080,akshaya nursing college,,,,
32081,p.s.g. institute of medical sciences and research,,,,
32082,chamba millenimum education college,,,,
32083,saldiha college,,,,
32084,holycross engineering colleges,,,,
32085,ssr institute of engineering & technology,,,,
32086,shri rawatpura sarkar college of physical education,,,,
32087,y.v.nagi reddy degree college,,,,
32088,jaysingpur college,,,,
32089,dr. ambedkar memorial institute of information technology & management science,,,,
32090,799 naran lala school of industrial management & computer science- navsari -,,,,
32091,netes institute of technology & science,,,,
32092,h. & h.b. kotak institute of science rajkot,,,,
32093,shiv shankar college,,,,
32094,dr. satya prakash singh mahavidyalaya,,,,
32095,shivnagar education societys insitute of management,,,,
32096,smt. r b t sanskritik kendras r b t college of education kanchangaon,,,,
32097,shree balaji societys law college,,,,
32098,kailash chandra bansal college of technology,,,,
32099,c.m.s college,,,,
32100,nonoi college,,,,
32101,kamala college of mgmt,,,,
32102,seshachala institute of engineering & technology,,,,
32103,chandra shekhar azad university of agriculture & technology,,,,
32104,teacher training college,,,,
32105,vidyasagar college,,,,
32106,coimbatore institute of technology,,,,
32107,shankarrao patil mahavidyalaya arts & commerce college,,,,
32108,svs institute of management studies,,,,
32109,meenakshi medical college and research institute,,,,
32110,smt. theresa arts & science college,,,,
32111,bhai beer singh of college of education,,,,
32112,mahatma gandhi govt. arts college chalakkara post,,,,
32113,m.d. college,,,,
32114,t.v.m. college of education,,,,
32115,ln.g.v.rao modern degree college,,,,
32116,dr. mku arts and sri. rm commerce college,,,,
32117,sant baba bhag singh institute of education,,,,
32118,manoharbhai patel arts commerce science college,,,,
32119,pendekanti institute of management,,,,
32120,nss training college,,,,
32121,sri kisanraoji khobragade arts commerce science college,,,,
32122,sikkim manipal institute of technology,,,,
32123,chetana edu.,,,,
32124,rambali national mahavidyalaya,,,,
32125,geeta jyoti t.t. college,,,,
32126,poornima school of mgmt,,,,
32127,k.s. jain institute of engineering and technology,,,,
32128,adarsh sanskar college of education,,,,
32129,st. john college of education,,,,
32130,sowrabha institute of nursing sciences,,,,
32131,st. johns college,,,,
32132,center for social medicine,,,,
32133,vindyachal education society sanchalit college of b.c.a.,,,,
32134,shree kesha balaji tt college,,,,
32135,mangala instititue of management studies,,,,
32136,raniganj girls' college,,,,
32137,rajive gandhi management institution,,,,
32138,maharaja engineering college,,,,
32139,ram krishna mahavidyalaya,,,,
32140,vishva bharati degree college,,,,
32141,institute of immunodhaemetology,,,,
32142,good shepherd college,,,,
32143,national institute of epidemiology,,,,
32144,dev international college for girls,,,,
32145,kenway college of education,,,,
